python /home/drr342/dl/assignments/hw3/examples/word_language_model/main.py --data /home/drr342/dl/assignments/hw3/examples/word_language_model/data/wikitext-2 --save /home/drr342/dl/assignments/hw3/models/GRU'_'200'_'1'_'16.pt --cuda --model GRU --epochs 10 --emsize 200 --nlayers 1 --bptt 16

/home/drr342/pyenv/py3.6.3/lib/python3.6/site-packages/torch/nn/modules/rnn.py:46: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.2 and num_layers=1
  "num_layers={}".format(dropout, num_layers))
| epoch   1 |   200/ 6526 batches | lr 20.00 | ms/batch 22.90 | loss  7.90 | ppl  2706.01
| epoch   1 |   400/ 6526 batches | lr 20.00 | ms/batch 21.88 | loss  6.73 | ppl   841.14
| epoch   1 |   600/ 6526 batches | lr 20.00 | ms/batch 21.90 | loss  6.38 | ppl   591.34
| epoch   1 |   800/ 6526 batches | lr 20.00 | ms/batch 21.90 | loss  6.26 | ppl   523.74
| epoch   1 |  1000/ 6526 batches | lr 20.00 | ms/batch 21.87 | loss  6.11 | ppl   451.26
| epoch   1 |  1200/ 6526 batches | lr 20.00 | ms/batch 21.87 | loss  6.02 | ppl   411.14
| epoch   1 |  1400/ 6526 batches | lr 20.00 | ms/batch 21.91 | loss  5.84 | ppl   342.26
| epoch   1 |  1600/ 6526 batches | lr 20.00 | ms/batch 21.90 | loss  5.86 | ppl   350.12
| epoch   1 |  1800/ 6526 batches | lr 20.00 | ms/batch 21.85 | loss  5.87 | ppl   355.48
| epoch   1 |  2000/ 6526 batches | lr 20.00 | ms/batch 21.95 | loss  5.82 | ppl   337.20
| epoch   1 |  2200/ 6526 batches | lr 20.00 | ms/batch 21.92 | loss  5.80 | ppl   331.57
| epoch   1 |  2400/ 6526 batches | lr 20.00 | ms/batch 21.93 | loss  5.78 | ppl   323.19
| epoch   1 |  2600/ 6526 batches | lr 20.00 | ms/batch 21.93 | loss  5.79 | ppl   325.91
| epoch   1 |  2800/ 6526 batches | lr 20.00 | ms/batch 21.90 | loss  5.80 | ppl   330.43
| epoch   1 |  3000/ 6526 batches | lr 20.00 | ms/batch 21.93 | loss  5.76 | ppl   316.66
| epoch   1 |  3200/ 6526 batches | lr 20.00 | ms/batch 21.96 | loss  5.74 | ppl   312.34
| epoch   1 |  3400/ 6526 batches | lr 20.00 | ms/batch 21.97 | loss  5.84 | ppl   344.66
| epoch   1 |  3600/ 6526 batches | lr 20.00 | ms/batch 21.94 | loss  5.73 | ppl   308.67
