python /home/drr342/dl/assignments/hw3/examples/word_language_model/main.py --data /home/drr342/dl/assignments/hw3/examples/word_language_model/data/wikitext-2 --save /home/drr342/dl/assignments/hw3/models/LSTM'_'100'_'1'_'16.pt --cuda --model LSTM --epochs 10 --emsize 100 --nlayers 1 --bptt 16

/home/drr342/pyenv/py3.6.3/lib/python3.6/site-packages/torch/nn/modules/rnn.py:46: UserWarning: dropout option adds dropout after all but last recurrent layer, so non-zero dropout expects num_layers greater than 1, but got dropout=0.2 and num_layers=1
  "num_layers={}".format(dropout, num_layers))
| epoch   1 |   200/ 6526 batches | lr 20.00 | ms/batch 21.24 | loss  7.59 | ppl  1984.96
| epoch   1 |   400/ 6526 batches | lr 20.00 | ms/batch 20.36 | loss  6.72 | ppl   825.13
| epoch   1 |   600/ 6526 batches | lr 20.00 | ms/batch 20.45 | loss  6.41 | ppl   608.64
| epoch   1 |   800/ 6526 batches | lr 20.00 | ms/batch 20.41 | loss  6.25 | ppl   517.91
| epoch   1 |  1000/ 6526 batches | lr 20.00 | ms/batch 20.47 | loss  6.10 | ppl   447.40
| epoch   1 |  1200/ 6526 batches | lr 20.00 | ms/batch 20.54 | loss  6.02 | ppl   410.80
| epoch   1 |  1400/ 6526 batches | lr 20.00 | ms/batch 20.52 | loss  5.88 | ppl   358.67
| epoch   1 |  1600/ 6526 batches | lr 20.00 | ms/batch 20.56 | loss  5.86 | ppl   350.49
| epoch   1 |  1800/ 6526 batches | lr 20.00 | ms/batch 20.64 | loss  5.86 | ppl   350.99
| epoch   1 |  2000/ 6526 batches | lr 20.00 | ms/batch 20.68 | loss  5.80 | ppl   331.72
| epoch   1 |  2200/ 6526 batches | lr 20.00 | ms/batch 20.69 | loss  5.80 | ppl   328.81
| epoch   1 |  2400/ 6526 batches | lr 20.00 | ms/batch 20.71 | loss  5.75 | ppl   315.22
| epoch   1 |  2600/ 6526 batches | lr 20.00 | ms/batch 20.70 | loss  5.73 | ppl   308.28
| epoch   1 |  2800/ 6526 batches | lr 20.00 | ms/batch 20.64 | loss  5.74 | ppl   312.62
| epoch   1 |  3000/ 6526 batches | lr 20.00 | ms/batch 20.79 | loss  5.68 | ppl   293.09
| epoch   1 |  3200/ 6526 batches | lr 20.00 | ms/batch 20.68 | loss  5.68 | ppl   292.94
| epoch   1 |  3400/ 6526 batches | lr 20.00 | ms/batch 20.76 | loss  5.75 | ppl   315.19
| epoch   1 |  3600/ 6526 batches | lr 20.00 | ms/batch 20.90 | loss  5.63 | ppl   279.85
| epoch   1 |  3800/ 6526 batches | lr 20.00 | ms/batch 20.88 | loss  5.58 | ppl   264.12
| epoch   1 |  4000/ 6526 batches | lr 20.00 | ms/batch 20.90 | loss  5.60 | ppl   269.96
| epoch   1 |  4200/ 6526 batches | lr 20.00 | ms/batch 21.04 | loss  5.57 | ppl   263.53
| epoch   1 |  4400/ 6526 batches | lr 20.00 | ms/batch 21.06 | loss  5.54 | ppl   255.68
| epoch   1 |  4600/ 6526 batches | lr 20.00 | ms/batch 20.97 | loss  5.54 | ppl   254.53
| epoch   1 |  4800/ 6526 batches | lr 20.00 | ms/batch 20.98 | loss  5.45 | ppl   232.28
| epoch   1 |  5000/ 6526 batches | lr 20.00 | ms/batch 21.09 | loss  5.45 | ppl   233.50
| epoch   1 |  5200/ 6526 batches | lr 20.00 | ms/batch 21.02 | loss  5.56 | ppl   259.31
